Darija,English
من بين الاختيارات البيولوجية الأخرى اللي ممكنة كاين شرب بزاف دالسوائل (خاصة الما أولا أتاي، أو أي سائل تيدير البول) قبل من النعاس، باش غتفيق الشخص يتبول.,"Other biorhythm-based options involve drinking lots of fluid (particularly water or tea, a known diuretic) prior to sleep, forcing one to get up to urinate."
من بين المواضيع اللي مسطرة فبالي كاين الحفاظ على داكشي لي باقي دالغابات فالعالم، ومشاركة التكنولوجيا اللي غاتعاون الدول النامية باش تطور بشكل أقل تلوثي.,"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways."
من بين الموايع اللي تم التطرق ليهاهي مستقبل القدس اللي كاتعتبر مدينة مقدسة للشعبين ونقاش واد الأردن.,Other topics covered reportedly include the future state of Jerusalem which is sacred to both nations and the Jordan Valley issue.
وكيتقال أنه وحدين أخرين رباوهوم الحياوانات؛ و وحدين كبرو لراسهم فالبيرية.,Others are alleged to have been brought up by animals; some are said to have lived in the wild on their own.
لوخرين كيتضمنو جزيرة ليفينستون و ديسيبشن اللي فيها واحد الكالديرا نتاع واحد لبركان مازال نشيط واللي كتعطي واحد المنظر طبيعي غزال.,"Others include Livingston Island, and Deception where the flooded caldera of a still-active volcano provides a spectacular natural harbour."
أوتاوا هي العاصمة الساحرة ديال كندا، فيها جوج لغات وفيها بزاف دلمعارض الفنية والمتاحف اللي كتعرض الماضي والحاضر ديال كندا.,"Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present."
نظام الكفالة ديالنا خاص يوفر ديور آمنين ومقدمي رعاية حنونين وتعليم مستقر وتغطية صحية معتمدة.,"Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care."
"من بين 1,400 دلأشخاص اللي تم استطلاعهم قبل الانتخابات الفدرالية نتاع 2010، كبر عدد المعارضين لأن أستراليا تولي جمهورية بنسبة 8 فالمية على سنة 2008.","Out of 1,400 people polled prior to the 2010 federal election, those who oppose Australia becoming a republic grew by 8 per cent since 2008."
فغابات السافانا تيكون صعيب على قرد عندو نفس الجهاز الهضمي ديال الإنسان أنه يلبي الحاجيات ديالو من الأحماض الأمينية بأكل الأعشاب اللي كاينة تما.,"Out on the savanna, it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources."
مشاو مليون من الناس ديالنا باش يحضرو الدفن.,Over four million people went to Rome to attend the funeral.
مع الوقت وفاش كيبداو السكان جداد يتأقلمو مع المحيط الجديد ديالهم تيبداو يبانو بحالهم بحال السكان لوخرين.,"Over time, as the new population begins to adapt to their new environment, they start to look less and less like the other population."
الباريسيين عندهم واحد السمعة ديال الغرور والعجرفة والتكبر.,"Parisians have a reputation for being egocentric, rude and arrogant."
الظاهر نتاع الباريسيين تيتبخر بمجرد أنك تبين شوية دالمجاملة.,Parisians' abrupt exteriors will rapidly evaporate if you display some basic courtesies.
الناس تعرفو على المواد الكيميائية الأساسية بحال الذهب والفضة والنحاس من شحال هادي لاحقاش ساهل باش تتجبد من الطبيعة فالشكل الأولي ديالها بوسائل بسيطة.,"People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools."
يقدر أن الناس ميفهموش أن هاد الصب والتفهم حتا هما ضروريين للمسافرين اللي راجعين لبلادهم.,People may not anticipate that patience and understanding are also necessary for travellers returning home.
الناس اللي تيكتبو الميساجات فشاشات الحاسوب معمرهوم يحتاجو لشي منجرة.,"People now write messages on computer screens, never having to come close to a sharpener."
يقدرو الناس يجيبو القرابين للآلهة والكهنة يلبيو حاجات الآلهة فالحفلات والأعياد.,People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.
ترصدات الإيقاعات الدورية، واللي هي ماشي استجابات بسيطة للإشارات الدورية، عند معظم الكائنات الحية بما فيها البكتيريات و الفطريات والنباتات والحيوانات.,"Periodic rhythms, which are not simply responses to external periodic cues, have been documented for most living beings, including bacteria, fungi, plants, and animals."
